2025-04-09 18:58:56,402 INFO    StreamThr :57337 [internal.py:wandb_internal():83] W&B internal server running at pid: 57337, started at: 2025-04-09 18:58:56.401207
2025-04-09 18:59:02,684 INFO    SenderThread:57337 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2025-04-09 18:59:02,684 INFO    SenderThread:57337 [sender.py:send_exit():554] handling exit code: 0
2025-04-09 18:59:02,684 INFO    SenderThread:57337 [sender.py:send_exit():556] handling runtime: 6
2025-04-09 18:59:02,684 INFO    SenderThread:57337 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2025-04-09 18:59:02,685 INFO    SenderThread:57337 [sender.py:send_exit():562] send defer
2025-04-09 18:59:02,685 INFO    HandlerThread:57337 [handler.py:handle_request_defer():188] handle defer: 0
2025-04-09 18:59:02,685 INFO    SenderThread:57337 [sender.py:send_request_defer():578] handle sender defer: 0
2025-04-09 18:59:02,685 INFO    SenderThread:57337 [sender.py:transition_state():582] send defer: 1
2025-04-09 18:59:02,685 INFO    HandlerThread:57337 [handler.py:handle_request_defer():188] handle defer: 1
2025-04-09 18:59:02,685 INFO    SenderThread:57337 [sender.py:send_request_defer():578] handle sender defer: 1
2025-04-09 18:59:02,685 INFO    SenderThread:57337 [sender.py:transition_state():582] send defer: 2
2025-04-09 18:59:02,685 INFO    HandlerThread:57337 [handler.py:handle_request_defer():188] handle defer: 2
2025-04-09 18:59:02,685 INFO    HandlerThread:57337 [system_monitor.py:finish():196] Stopping system monitor
2025-04-09 18:59:02,685 INFO    HandlerThread:57337 [interfaces.py:finish():198] Joined cpu monitor
2025-04-09 18:59:02,685 INFO    HandlerThread:57337 [interfaces.py:finish():198] Joined disk monitor
2025-04-09 18:59:02,685 INFO    HandlerThread:57337 [interfaces.py:finish():198] Joined memory monitor
2025-04-09 18:59:02,685 INFO    HandlerThread:57337 [interfaces.py:finish():198] Joined network monitor
2025-04-09 18:59:02,685 INFO    SenderThread:57337 [sender.py:send_request_defer():578] handle sender defer: 2
2025-04-09 18:59:02,685 INFO    SenderThread:57337 [sender.py:transition_state():582] send defer: 3
2025-04-09 18:59:02,686 INFO    HandlerThread:57337 [handler.py:handle_request_defer():188] handle defer: 3
2025-04-09 18:59:02,686 INFO    SenderThread:57337 [sender.py:send_request_defer():578] handle sender defer: 3
2025-04-09 18:59:02,686 INFO    SenderThread:57337 [sender.py:transition_state():582] send defer: 4
2025-04-09 18:59:02,686 INFO    HandlerThread:57337 [handler.py:handle_request_defer():188] handle defer: 4
2025-04-09 18:59:02,686 INFO    SenderThread:57337 [sender.py:send_request_defer():578] handle sender defer: 4
2025-04-09 18:59:02,686 INFO    SenderThread:57337 [sender.py:transition_state():582] send defer: 5
2025-04-09 18:59:02,686 INFO    HandlerThread:57337 [handler.py:handle_request_defer():188] handle defer: 5
2025-04-09 18:59:02,686 INFO    SenderThread:57337 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2025-04-09 18:59:02,686 INFO    SenderThread:57337 [sender.py:send_request_defer():578] handle sender defer: 5
2025-04-09 18:59:02,686 INFO    SenderThread:57337 [sender.py:transition_state():582] send defer: 6
2025-04-09 18:59:02,686 INFO    HandlerThread:57337 [handler.py:handle_request_defer():188] handle defer: 6
2025-04-09 18:59:02,686 INFO    SenderThread:57337 [sender.py:send_request_defer():578] handle sender defer: 6
2025-04-09 18:59:02,703 INFO    Thread-12 :57337 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/percival/Projects/Airbnb_Analysis/wandb/run-20250409_185856-8hcs7qek/files/wandb-summary.json
2025-04-09 18:59:02,788 INFO    SenderThread:57337 [sender.py:transition_state():582] send defer: 7
2025-04-09 18:59:02,788 INFO    HandlerThread:57337 [handler.py:handle_request_defer():188] handle defer: 7
2025-04-09 18:59:02,788 INFO    SenderThread:57337 [sender.py:send_request_defer():578] handle sender defer: 7
2025-04-09 18:59:03,029 ERROR   wandb-upload_0:57337 [internal_api.py:upload_file():3072] upload_file exception https://storage.googleapis.com/wandb-production.appspot.com/swattikmaiti-umd/Airbnb_Analysis-src_model_training/8hcs7qek/wandb-metadata.json?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=gorilla-files-url-signer-man%40wandb-production.iam.gserviceaccount.com%2F20250409%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20250409T225857Z&X-Goog-Expires=86399&X-Goog-Signature=09b1b3f11adb7a223af77331c85b3dd68b9fba1edfbe9fb26e5a18e96e670cb799e26e86a8e233c967927c7b4c4681d82e8d86f913a6583ba72eeb4a2bbec2d6e8c5cf6025d44efeb6deaf39208f0cfa4b569ce2b5c7b7b61705c1d02372885e5b4475149c0b4e003d7ed707c3a8d8bf93a4bd81131bad7e8eceeda02f6deef7a4fb69a82356b2681ebbd2e32395b6711a531292590f4de7af95ec58680bfb292f694de7912761a6aefe870e932d5cbb8ce4a76de28200dc7a84328cb48ba2841b8c96d791daa5b4ffb7e6ee267ec14f3ad9d701cff83564005d5af82ec5a3eae505a4bbcc11aeaed830a491ba84b4caae32f7574e5371047613e201235b53be&X-Goog-SignedHeaders=host&X-User=swattikmaiti: 503 Server Error: Service Unavailable for url: https://storage.googleapis.com/wandb-production.appspot.com/swattikmaiti-umd/Airbnb_Analysis-src_model_training/8hcs7qek/wandb-metadata.json?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=gorilla-files-url-signer-man%40wandb-production.iam.gserviceaccount.com%2F20250409%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20250409T225857Z&X-Goog-Expires=86399&X-Goog-Signature=09b1b3f11adb7a223af77331c85b3dd68b9fba1edfbe9fb26e5a18e96e670cb799e26e86a8e233c967927c7b4c4681d82e8d86f913a6583ba72eeb4a2bbec2d6e8c5cf6025d44efeb6deaf39208f0cfa4b569ce2b5c7b7b61705c1d02372885e5b4475149c0b4e003d7ed707c3a8d8bf93a4bd81131bad7e8eceeda02f6deef7a4fb69a82356b2681ebbd2e32395b6711a531292590f4de7af95ec58680bfb292f694de7912761a6aefe870e932d5cbb8ce4a76de28200dc7a84328cb48ba2841b8c96d791daa5b4ffb7e6ee267ec14f3ad9d701cff83564005d5af82ec5a3eae505a4bbcc11aeaed830a491ba84b4caae32f7574e5371047613e201235b53be&X-Goog-SignedHeaders=host&X-User=swattikmaiti
2025-04-09 18:59:03,029 ERROR   wandb-upload_0:57337 [internal_api.py:upload_file():3074] upload_file request headers: {'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br', 'Accept': '*/*', 'Connection': 'keep-alive', 'Content-Length': '1326'}
2025-04-09 18:59:03,029 ERROR   wandb-upload_0:57337 [internal_api.py:upload_file():3076] upload_file response body: b'Service Unavailable'
2025-04-09 18:59:03,709 INFO    Thread-12 :57337 [dir_watcher.py:_on_file_modified():289] file/dir modified: /Users/percival/Projects/Airbnb_Analysis/wandb/run-20250409_185856-8hcs7qek/files/config.yaml
2025-04-09 18:59:04,010 INFO    SenderThread:57337 [sender.py:transition_state():582] send defer: 8
2025-04-09 18:59:04,010 INFO    HandlerThread:57337 [handler.py:handle_request_defer():188] handle defer: 8
2025-04-09 18:59:04,011 INFO    SenderThread:57337 [sender.py:send_request_defer():578] handle sender defer: 8
2025-04-09 18:59:04,011 INFO    SenderThread:57337 [sender.py:transition_state():582] send defer: 9
2025-04-09 18:59:04,011 INFO    HandlerThread:57337 [handler.py:handle_request_defer():188] handle defer: 9
2025-04-09 18:59:04,012 INFO    SenderThread:57337 [sender.py:send_request_defer():578] handle sender defer: 9
2025-04-09 18:59:04,012 INFO    SenderThread:57337 [dir_watcher.py:finish():359] shutting down directory watcher
2025-04-09 18:59:04,372 INFO    wandb-upload_0:57337 [upload_job.py:push():130] Uploaded file /var/folders/h9/1bj_h1mn7x17sxt9zd1p76vh0000gn/T/tmpbbuzfvo5wandb/12yk83h2-wandb-metadata.json
2025-04-09 18:59:04,713 INFO    SenderThread:57337 [dir_watcher.py:_on_file_modified():289] file/dir modified: /Users/percival/Projects/Airbnb_Analysis/wandb/run-20250409_185856-8hcs7qek/files/output.log
2025-04-09 18:59:04,713 INFO    SenderThread:57337 [dir_watcher.py:finish():389] scan: /Users/percival/Projects/Airbnb_Analysis/wandb/run-20250409_185856-8hcs7qek/files
2025-04-09 18:59:04,714 INFO    SenderThread:57337 [dir_watcher.py:finish():403] scan save: /Users/percival/Projects/Airbnb_Analysis/wandb/run-20250409_185856-8hcs7qek/files/requirements.txt requirements.txt
2025-04-09 18:59:04,714 INFO    SenderThread:57337 [dir_watcher.py:finish():403] scan save: /Users/percival/Projects/Airbnb_Analysis/wandb/run-20250409_185856-8hcs7qek/files/output.log output.log
2025-04-09 18:59:04,718 INFO    SenderThread:57337 [dir_watcher.py:finish():403] scan save: /Users/percival/Projects/Airbnb_Analysis/wandb/run-20250409_185856-8hcs7qek/files/config.yaml config.yaml
2025-04-09 18:59:04,722 INFO    SenderThread:57337 [dir_watcher.py:finish():403] scan save: /Users/percival/Projects/Airbnb_Analysis/wandb/run-20250409_185856-8hcs7qek/files/wandb-summary.json wandb-summary.json
2025-04-09 18:59:04,723 INFO    SenderThread:57337 [dir_watcher.py:finish():403] scan save: /Users/percival/Projects/Airbnb_Analysis/wandb/run-20250409_185856-8hcs7qek/files/conda-environment.yaml conda-environment.yaml
2025-04-09 18:59:04,723 INFO    SenderThread:57337 [dir_watcher.py:finish():403] scan save: /Users/percival/Projects/Airbnb_Analysis/wandb/run-20250409_185856-8hcs7qek/files/wandb-metadata.json wandb-metadata.json
2025-04-09 18:59:04,726 INFO    SenderThread:57337 [sender.py:transition_state():582] send defer: 10
2025-04-09 18:59:04,728 INFO    HandlerThread:57337 [handler.py:handle_request_defer():188] handle defer: 10
2025-04-09 18:59:04,731 INFO    SenderThread:57337 [sender.py:send_request_defer():578] handle sender defer: 10
2025-04-09 18:59:04,732 INFO    SenderThread:57337 [file_pusher.py:finish():169] shutting down file pusher
2025-04-09 18:59:04,978 INFO    wandb-upload_1:57337 [upload_job.py:push():130] Uploaded file /Users/percival/Projects/Airbnb_Analysis/wandb/run-20250409_185856-8hcs7qek/files/output.log
2025-04-09 18:59:05,030 INFO    wandb-upload_0:57337 [upload_job.py:push():130] Uploaded file /Users/percival/Projects/Airbnb_Analysis/wandb/run-20250409_185856-8hcs7qek/files/requirements.txt
2025-04-09 18:59:05,105 INFO    wandb-upload_2:57337 [upload_job.py:push():130] Uploaded file /Users/percival/Projects/Airbnb_Analysis/wandb/run-20250409_185856-8hcs7qek/files/config.yaml
2025-04-09 18:59:05,111 INFO    wandb-upload_4:57337 [upload_job.py:push():130] Uploaded file /Users/percival/Projects/Airbnb_Analysis/wandb/run-20250409_185856-8hcs7qek/files/conda-environment.yaml
2025-04-09 18:59:05,144 INFO    wandb-upload_3:57337 [upload_job.py:push():130] Uploaded file /Users/percival/Projects/Airbnb_Analysis/wandb/run-20250409_185856-8hcs7qek/files/wandb-summary.json
2025-04-09 18:59:05,346 INFO    Thread-11 (_thread_body):57337 [sender.py:transition_state():582] send defer: 11
2025-04-09 18:59:05,347 INFO    HandlerThread:57337 [handler.py:handle_request_defer():188] handle defer: 11
2025-04-09 18:59:05,347 INFO    SenderThread:57337 [sender.py:send_request_defer():578] handle sender defer: 11
2025-04-09 18:59:05,348 INFO    SenderThread:57337 [file_pusher.py:join():175] waiting for file pusher
2025-04-09 18:59:05,349 INFO    SenderThread:57337 [sender.py:transition_state():582] send defer: 12
2025-04-09 18:59:05,349 INFO    HandlerThread:57337 [handler.py:handle_request_defer():188] handle defer: 12
2025-04-09 18:59:05,349 INFO    SenderThread:57337 [sender.py:send_request_defer():578] handle sender defer: 12
2025-04-09 18:59:05,349 INFO    SenderThread:57337 [file_stream.py:finish():601] file stream finish called
2025-04-09 18:59:05,502 INFO    SenderThread:57337 [file_stream.py:finish():605] file stream finish is done
2025-04-09 18:59:05,502 INFO    SenderThread:57337 [sender.py:transition_state():582] send defer: 13
2025-04-09 18:59:05,502 INFO    HandlerThread:57337 [handler.py:handle_request_defer():188] handle defer: 13
2025-04-09 18:59:05,502 INFO    SenderThread:57337 [sender.py:send_request_defer():578] handle sender defer: 13
2025-04-09 18:59:05,502 INFO    SenderThread:57337 [sender.py:transition_state():582] send defer: 14
2025-04-09 18:59:05,503 INFO    HandlerThread:57337 [handler.py:handle_request_defer():188] handle defer: 14
2025-04-09 18:59:05,503 INFO    SenderThread:57337 [sender.py:send_request_defer():578] handle sender defer: 14
2025-04-09 18:59:05,509 INFO    HandlerThread:57337 [handler.py:finish():897] shutting down handler
2025-04-09 18:59:06,510 INFO    SenderThread:57337 [sender.py:finish():1584] shutting down sender
2025-04-09 18:59:06,510 INFO    SenderThread:57337 [file_pusher.py:finish():169] shutting down file pusher
2025-04-09 18:59:06,510 INFO    SenderThread:57337 [file_pusher.py:join():175] waiting for file pusher
2025-04-09 18:59:06,511 INFO    WriterThread:57337 [datastore.py:close():296] close: /Users/percival/Projects/Airbnb_Analysis/wandb/run-20250409_185856-8hcs7qek/run-8hcs7qek.wandb
